requirement_id,requirement,occupation_id,core_occupation,value_chain,technology,qualifications
182,"Keep up-to-date with changes to hydrogen technology, regulations, standards and codes",162,Hydrogen integration specialist,End Use,Heating,"Bachelor's degree in Chemical, Electrical, or Mechanical Engineering Strong knowledge of trending low carbon transition technologies and initiatives with special attention to hydrogen"
182,"Keep up-to-date with changes to hydrogen technology, regulations, standards and codes",161,Asset performance manager,End Use,Heating,Bachelor's degree in Mechanical Engineering
182,"Keep up-to-date with changes to hydrogen technology, regulations, standards and codes",153,Process safety engineer,End Use,Fueling Station,"Bachelor's degree in Chemical Engineering Significant experience in process equipment, engineering, safety and operational risk management • Process Hazard Analysis techniques (HAZOP, FMEA) • What-If studies, quantitative and semi-quantitative risk assessments (LOPA and FTA/ETA) • Reliability/Survival analysis • Knowledge of OSHA 1910.119, CSA Z767, CSA Z260, ISO 31000, API 1173 and related codes and standards."
182,"Keep up-to-date with changes to hydrogen technology, regulations, standards and codes",109,Process safety engineer,Transport,Pipeline,"Bachelor's Degree: Chemical or Process Engineering Significant experience in process equipment, engineering, safety and operational risk management • Process Hazard Analysis techniques (HAZOP, FMEA) • What-If studies, quantitative and semi-quantitative risk assessments (LOPA and FTA/ETA) • Reliability/Survival analysis • Knowledge of OSHA 1910.119, CSA Z767, CSA Z260, ISO 31000, API 1173 and related codes and standards."
186,Maintenance of mechanical equipment to withstand hydrogen pressure and temperatures,102,Maintenance trade - Mechanical,Storage,Underground,Multiple pathways to this career: • Certificate of Qualification: Industrial Mechanic (Millwright) • Registered apprentice • Technologist diploma: Mechanical Engineering A valid driver's license + clean abstract
190,Knowledge of high power electrical equipment associated with power generation using hydrogen blending,173,Electrical engineer,End Use,Power Generation,Bachelor's Degree: Electrical Engineering
193,"Knowledge of appropriate maintenance of hydrogen fueling systems include pressure vessels, vaporizers, flow, level and pressure control instrumentation, dispensers, pumps, PLC, and compressors, Human Machine Interface (HMI) and controls software",159,Maintenance technician - Electrical & mechanical,End Use,Fueling Station,"Multiple pathways to this career: • Journey certification: Aircraft Mechanic, Electrical, Gasfitter (Class A or B), Industrial Mechanic (Millwright) or Instrumentation Technician • Registered apprentice • Technologist Diploma: Aerospace, Instrumentation or Mechanical Engineering Technologist Experience with welding and brazing an asset Valid driver's licence + clean abstract"
194,"Knowledge of hydrogen fuel cell technology, how it works and value proposition re: emissions targets and cost effectiveness",144,Transportation solutions advisor,End Use,Transport,"Bachelor's Degree: Chemical, Mechanical Engineering"
198,"Management, maintenance and continuous improvement of FCEV fleet to optimize safety, utilization, and cost savings",139,Fleet manager,End Use,Transport,"Multiple pathways to this career: • Certificate of Qualification in Heavy duty mechanic • Service manager with experience in overseeing a preventative and repair program • Experience with asset management • Supply chain or logistics designation Valid driver's license, + clean abstract Experience in transportation or logistics"
213,"Eco-driving techniques: a method of driving a vehicle with the goal of using less fuel and having less of an impact on the environment for fleet sustainability, better fuel consumption and lower costs",160,Truck Driver - Hydrogen fuel delivery,End Use,Fueling Station,• Class 3 license as a minimum; Class AZ drivers license (ON) • Clean drivers abstract • Comfortable driving dangerous goods • Computer & smartphone skills
214,Domain knowledge of the hydrogen value chain involved is an asset,220,Systems integration specialist,Cross Value Chain,Various,"Multiple pathways to this career: • Bachelor's Degree: Computer Engineer, Computer Science, Information Technology or Software Engineer • Technology Diploma: Computer Engineering, Information Technology Engineering, Software Development"
214,Domain knowledge of the hydrogen value chain involved is an asset,218,Data scientist,Cross Value Chain,Various,"Bachelor's Degree: Computer Engineering, Computer Science, Information Technology, Software Engineering, Statistics"
214,Domain knowledge of the hydrogen value chain involved is an asset,216,Data analyst,Cross Value Chain,Various,"Multiple pathways to this career: • Bachelor's Degree: Computer Engineering, Computer Science, Information Technology or Software Engineering • Technology Diploma: Computer Engineering, Information Technology Engineering, Software Development • Data analytics bootcamps"
215,Knowledge of fuel cell technology,140,Fuel cell electric vehicle (FCEV) technician,End Use,Transport,"Certificate of Qualification in Heavy duty mechanic augmented with training on: •Fuel Cell Stack •Electric Traction Motor •DC/DC Converter •Hydrogen Fuel tank •Thermal system cooling •Battery Electrical Technician training is an asset Experience with Codes, Standards and compliance issues of electrical systems in road vehicles Experience with ISO6469-3, LV123 or other electric road vehicle safety standards"
217,Knowledge of electrical equipment and instrumentation systems required for hydrogen fueling systems,148,Electrical & instrumentation engineer,End Use,Fueling Station,Bachelor's Degree: Electrical & instrumentation Engineering
231,"Depending on the hydrogen- related product manufactured, may require hydrogen specific skills/knowledge as listed here",199,Pipefitters/Steamfitters,Manufacturing,Manufacturing,Certificate of Qualification: Pipefitter • Registered Apprentice
231,"Depending on the hydrogen- related product manufactured, may require hydrogen specific skills/knowledge as listed here",201,Production supervisor,Manufacturing,Manufacturing,Bachelor's Degree: Mechanical Engineering
231,"Depending on the hydrogen- related product manufactured, may require hydrogen specific skills/knowledge as listed here",194,Design engineer - Electrical & instrumentation,Manufacturing,Manufacturing,Bachelor's Degree: Electrical or Instrumentation Engineering
231,"Depending on the hydrogen- related product manufactured, may require hydrogen specific skills/knowledge as listed here",195,Design engineer- Mechanical,Manufacturing,Manufacturing,Bachelor's Degree: Mechanical Engineering
231,"Depending on the hydrogen- related product manufactured, may require hydrogen specific skills/knowledge as listed here",197,"Manufacturing engineer (also known as: Manufacturing design engineer, Manufacturing process engineer, Tooling engineer)",Manufacturing,Manufacturing,"Bachelor's Degree in Electrical, Industrial, Instrumentation or Mechanical Engineering"
231,"Depending on the hydrogen- related product manufactured, may require hydrogen specific skills/knowledge as listed here",198,Materials specialist,Manufacturing,Manufacturing,"Multiple pathways to this career: • Engineering Technology Diploma: Electrical, Instrumentation or Mechanical Engineering • Certification of Qualification: Electrician, Industrial Mechanic (Millwright) Certification in supply chain an asset"
